income,credit_history,employment_status,debt_to_income_ratio,credit_score,loan_amount,level_of_education,loan_status
507.72079627725867,1,Self-employed,0.29897098632409774,667.275734703825,9024.933776845457,Graduate,Not Approved
956.5940526113312,1,Employed,0.5611957918694958,797.3754124189568,8472.690526426755,Graduate,Approved
295.2914049128586,1,Self-employed,0.5913123033401267,685.0208706798604,6542.5710440037665,Graduate,Not Approved
509.0025079493054,0,Employed,0.13083501051415392,630.3614207907184,9989.786036301712,Not Graduate,Not Approved
612.9065806111684,0,Unemployed,0.25333052570337805,563.4481577888449,9624.416577613129,Not Graduate,Not Approved
738.4979779038503,0,Employed,0.5497351060011898,736.0689375860464,7240.871765717651,Graduate,Not Approved
1199.246345950219,1,Unemployed,0.6345465588490647,805.9476167426843,5716.5965363220275,Graduate,Approved
379.5432950217036,0,Unemployed,0.23356152683759385,621.687160994998,3217.365728905037,Graduate,Not Approved
819.9282137790563,0,Employed,0.45895727075227355,768.897893470924,6124.750442034819,Not Graduate,Not Approved
929.3803964068594,1,Employed,0.9139612928652572,605.7221351266523,3261.9493830842184,Graduate,Approved
165.03057780799682,1,Unemployed,0.9990093583415548,774.9302303295985,5187.610433969512,Graduate,Not Approved
950.5627926620137,0,Self-employed,0.9884930093480271,703.2914464661457,9541.184867462009,Graduate,Not Approved
338.73377316220814,1,Employed,0.8935070592581852,726.783617256318,4735.831914685099,Graduate,Approved
191.07223017939134,1,Unemployed,0.45519407915495125,630.2589651687723,3222.2981891477366,Not Graduate,Not Approved
1428.4397521546666,1,Unemployed,0.7179168628673057,735.7550863486849,6659.172833889717,Graduate,Approved
1451.884846304383,1,Self-employed,0.47493300500577884,640.2312758665358,6818.913393019777,Graduate,Approved
1231.7562873630457,0,Employed,0.6836743241417825,658.6326507865059,3550.433939743327,Not Graduate,Not Approved
526.459276842719,1,Unemployed,0.3784892238725349,548.2372353452156,3572.6927006556816,Not Graduate,Not Approved
236.74095960893743,0,Self-employed,0.6455820282492988,622.78478391482,9916.398330598615,Not Graduate,Not Approved
1057.9262371170198,0,Unemployed,0.5713826468975649,647.4504697075466,3946.248582897696,Not Graduate,Not Approved
716.2134912354418,0,Employed,0.12203223923187996,731.2809512638739,8705.536278268672,Not Graduate,Not Approved
270.8535287826903,0,Self-employed,0.8116326133715024,759.5655775577875,5762.590604367836,Graduate,Not Approved
793.2476741557782,1,Unemployed,0.11070804902064006,639.2068223577909,5479.913911301825,Graduate,Not Approved
148.14392956130575,1,Self-employed,0.3638403480279716,683.5555461771065,4359.699329310019,Graduate,Not Approved
1373.0485629102948,1,Employed,0.10533165890860213,868.6385264461101,8190.606375138646,Not Graduate,Approved
462.2919742400237,0,Self-employed,0.4385812719656784,713.1108563084836,9045.287027532439,Graduate,Not Approved
1027.5311980955748,0,Employed,0.1568444753477254,646.3107555596098,4089.0196924726424,Not Graduate,Not Approved
536.3955065251753,0,Unemployed,0.9221598701481171,532.0351239810708,2760.773354792912,Not Graduate,Not Approved
828.0952296489352,1,Employed,0.47411136564658174,614.6077486630774,3095.3564230848788,Graduate,Approved
865.3943910805915,0,Unemployed,0.513546197377969,610.7130381922841,8342.428278129952,Not Graduate,Not Approved
358.79623773573786,1,Unemployed,0.41486521248176944,897.7873720400379,5486.615290557007,Graduate,Not Approved
1457.418478870382,1,Employed,0.6647555387815897,615.154247770701,3055.3172672857836,Not Graduate,Approved
1185.1859527055603,1,Unemployed,0.8059673049563834,705.1042928338246,4722.305651356996,Graduate,Approved
1415.2985181898648,1,Self-employed,0.6833320687440801,737.0757558878876,6113.883862824424,Not Graduate,Not Approved
1352.7582905987083,0,Unemployed,0.7733864065556147,810.6524925018915,8816.413470760064,Not Graduate,Not Approved
937.0599703355192,1,Employed,0.9153762971583344,700.8024241859267,7133.9460338014,Not Graduate,Approved
1390.6239290323635,0,Self-employed,0.8771918785042858,648.9685492399301,3408.262408640006,Graduate,Not Approved
223.8895028726873,1,Self-employed,0.7066526074783263,642.3463448420116,3269.6216988666915,Not Graduate,Not Approved
374.3760073868033,0,Unemployed,0.29317416661398576,735.6379992679823,5298.67372506658,Graduate,Not Approved
163.3182044747533,0,Unemployed,0.6739325659377359,631.5660542460178,2601.542781614051,Not Graduate,Not Approved
555.4624630685701,1,Employed,0.5554747861664598,589.5818857261235,8044.617562270984,Graduate,Approved
644.1482055652748,1,Self-employed,0.7454973079093781,648.9495678169601,5211.630562430177,Not Graduate,Not Approved
479.8886444834543,1,Employed,0.8496384835536234,567.5515658797343,4744.190182251123,Graduate,Approved
1260.232512812701,0,Unemployed,0.7684493474677757,885.0616584520599,6072.866659131487,Not Graduate,Not Approved
599.454657371025,1,Self-employed,0.8619050529651567,759.6552710071377,7671.654430102782,Not Graduate,Not Approved
493.30831356233307,1,Employed,0.15747973600692147,862.0843843414568,6554.775555944417,Not Graduate,Approved
859.7745164215479,0,Employed,0.12845803441371756,748.5436036740489,8419.222253775897,Graduate,Not Approved
297.2939149646677,1,Employed,0.3326505109296346,852.4593030042564,7034.90051096094,Not Graduate,Approved
1223.0757730556556,0,Employed,0.9105994756977656,736.7464664055916,8303.76213926611,Not Graduate,Not Approved
204.37090115167916,1,Employed,0.8412933258855765,772.6181320995336,7574.2581885173995,Not Graduate,Approved
1481.6417112407241,0,Self-employed,0.7144545680157804,486.6280973458818,3544.982722109892,Graduate,Not Approved
1181.1426770153205,0,Employed,0.7306828006957443,608.5670403023811,2418.8356014863903,Not Graduate,Not Approved
378.2019541478414,1,Self-employed,0.7540034223323913,703.6927775255972,9227.174404027053,Graduate,Not Approved
107.73096397304336,0,Employed,0.9483424304362722,706.1187764789889,9565.249323056672,Graduate,Not Approved
1241.6459998367677,1,Unemployed,0.8489720370768018,692.3618981327164,7815.458373051778,Not Graduate,Not Approved
1089.600281386664,1,Unemployed,0.6610513483243428,745.2995277090703,7793.646581567592,Not Graduate,Not Approved
1120.6100352573822,0,Employed,0.6991438917314264,749.4202937929981,4161.1766439528765,Graduate,Not Approved
1179.778485360324,1,Unemployed,0.29236623585500976,786.511581708784,6339.533671054663,Graduate,Approved
203.6625124277265,0,Self-employed,0.6915869426406452,766.8993521104138,9937.917309636865,Not Graduate,Not Approved
601.8520199619817,0,Employed,0.48221111117661264,820.4087399577494,8849.148784560155,Graduate,Not Approved
262.2166833351816,0,Self-employed,0.23766568354516937,821.2233617426477,4435.1548204159735,Graduate,Not Approved
1308.344796225831,0,Employed,0.8257625373219168,717.4664448875365,4408.366925583123,Not Graduate,Not Approved
972.6173775585811,0,Unemployed,0.5592223898228311,908.1648788564306,5868.618329184474,Not Graduate,Not Approved
563.2572347937089,0,Self-employed,0.9796825375204794,835.9330534921614,5236.789329342277,Graduate,Not Approved
188.98169040043308,0,Unemployed,0.3535114190270725,619.3049095534464,4969.224370241397,Graduate,Not Approved
535.3752504019271,0,Unemployed,0.5326031010745691,739.2603331057293,7015.775270448827,Not Graduate,Not Approved
555.2566508374459,1,Employed,0.5031959092019813,515.7381858084385,2091.9397570683004,Graduate,Approved
1121.4486496732898,1,Self-employed,0.20870157018932084,532.5801718317651,8106.717088266215,Graduate,Approved
992.5804598972984,0,Unemployed,0.4835037509477016,650.050566966424,7920.423973406279,Not Graduate,Not Approved
1342.0978396068572,1,Employed,0.3587981107788324,612.4555071336254,8642.60544475761,Graduate,Approved
761.100895226729,1,Employed,0.24428842423024097,650.6657049925744,8731.605386454507,Graduate,Approved
267.43194431362235,1,Employed,0.35394002563252536,732.8493862396583,6531.197558083748,Graduate,Approved
1098.542702112193,1,Unemployed,0.3099265221397528,822.529030584973,8240.591484986326,Graduate,Approved
1165.0990680636564,1,Employed,0.7606661779052902,817.1751936473108,5939.161003844154,Not Graduate,Approved
885.7880765972948,1,Self-employed,0.1276976604332441,741.3193736967972,9612.238691346403,Graduate,Not Approved
1179.3540519363853,0,Self-employed,0.6557164731218992,591.2880580937879,3525.588238299478,Graduate,Not Approved
791.3138349101471,1,Unemployed,0.7845952078212458,644.2611878700241,9324.936736591193,Not Graduate,Not Approved
831.8259611347917,1,Self-employed,0.5326511108220758,763.7183325407212,4068.2428901417848,Graduate,Not Approved
698.5574257019695,1,Employed,0.9384084820071266,617.3883498459652,2821.786989494816,Graduate,Approved
135.58677744173326,1,Unemployed,0.7370926257128818,573.3083262436145,5512.8355792557395,Not Graduate,Not Approved
251.04799779062623,0,Employed,0.7731312861802755,749.2317125604156,6919.337939328475,Graduate,Not Approved
144.00085996142795,0,Unemployed,0.2772401386967832,695.1637363415492,3847.918985599618,Graduate,Not Approved
990.9745757692925,0,Unemployed,0.7995660182551662,678.9080960192878,6446.369929154383,Graduate,Not Approved
540.0983735068573,0,Employed,0.8488852624748034,810.9801935652349,8463.146855476038,Graduate,Not Approved
811.9989676305839,1,Self-employed,0.4251397495653906,808.880808365036,4056.679726429782,Graduate,Not Approved
1370.5930634965302,0,Self-employed,0.2920267612296741,878.1117990739303,6642.577967313624,Graduate,Not Approved
449.00912080842494,0,Unemployed,0.446545611283255,634.8588209993587,4714.500769544642,Graduate,Not Approved
674.5360922498817,0,Employed,0.7656471721001235,742.9733580890088,6238.147740243842,Not Graduate,Not Approved
1157.771593960268,0,Employed,0.4758751052818325,701.9008470557351,7335.352156599755,Not Graduate,Not Approved
420.3174316882714,1,Unemployed,0.7629866877023092,733.8315831745349,4803.380574528739,Not Graduate,Not Approved
207.7718737603102,0,Self-employed,0.2022080868797839,586.5618824215093,9955.863059617073,Graduate,Not Approved
505.6520340792752,1,Employed,0.8254105394396359,559.7526665564787,6510.201587437127,Not Graduate,Approved
325.7098021556062,0,Self-employed,0.3278867334781217,695.9783863771198,8595.69247274351,Not Graduate,Not Approved
1401.5767132796022,1,Self-employed,0.32403608894313435,615.7487410025905,7801.0817832863295,Not Graduate,Not Approved
1231.3685313901838,1,Unemployed,0.6313428686834747,793.8207620551287,8822.442509623581,Not Graduate,Not Approved
986.7652591145928,0,Unemployed,0.1631062411722907,549.93226326414,3390.4076363085433,Graduate,Not Approved
1320.0448262628047,0,Self-employed,0.12366795401620172,558.179911275372,3780.4296778213675,Graduate,Not Approved
1225.1409076587602,0,Employed,0.33492579876410433,658.3337524751144,5899.289423122322,Graduate,Not Approved
361.19808244045015,0,Employed,0.5842607956613405,546.192499406709,8818.62941188354,Not Graduate,Not Approved
1349.5825978859689,1,Unemployed,0.9168547476027045,867.6003132097328,3580.85265112687,Graduate,Approved
855.079138681911,1,Self-employed,0.8617916586765763,681.7082626063708,9768.526656858387,Not Graduate,Not Approved
1230.4162172296876,0,Employed,0.541401813928878,639.7199294635974,3020.818466521131,Graduate,Not Approved
1354.5278198928904,0,Employed,0.1333467943241435,746.796402562632,3400.623561444064,Graduate,Not Approved
545.2048649606095,1,Unemployed,0.5817274611663782,788.3848536020743,3337.870266928603,Not Graduate,Not Approved
254.07269433874745,0,Self-employed,0.734316039932766,720.6958901084286,6688.047624276956,Not Graduate,Not Approved
419.1092275587184,1,Employed,0.40524807927253037,693.1908507107937,9340.328652773089,Graduate,Approved
697.9509040767589,0,Unemployed,0.19995697295348924,601.6527075295869,4040.891097331507,Graduate,Not Approved
1245.2206722914905,1,Employed,0.35071115788509344,763.090931892122,6424.294827668492,Graduate,Approved
1305.0228165588808,1,Employed,0.7944299780210325,841.6703090186196,3406.180080379686,Not Graduate,Approved
109.73298274366698,1,Employed,0.41611944905499554,678.0280245132709,7049.095169662389,Not Graduate,Approved
815.0462236085921,1,Unemployed,0.8307833416171391,615.1214499688979,2985.9706894360943,Not Graduate,Not Approved
684.3754044082906,1,Self-employed,0.3875693066267283,718.1495767500694,5930.486140101582,Not Graduate,Not Approved
410.9509346590223,0,Unemployed,0.24719953457243632,700.2649894000555,7241.45450941494,Graduate,Not Approved
267.8115142671559,1,Self-employed,0.49226352356224745,578.364761742596,6633.023334044082,Not Graduate,Not Approved
572.6612399650792,0,Employed,0.5070470610602251,649.7311300792038,3120.00386160594,Not Graduate,Not Approved
1420.0735854775269,1,Self-employed,0.11449739669440329,878.8485767978264,3290.9869721186346,Not Graduate,Not Approved
552.4841048290573,1,Employed,0.2053405654356935,565.2445132890904,7371.128038599906,Graduate,Approved
826.3068704407125,0,Employed,0.2664334168955357,630.9379646575571,8471.274368718208,Graduate,Not Approved
1084.2265424532488,0,Unemployed,0.20222858564080742,605.1286625476238,9264.595220236726,Not Graduate,Not Approved
609.0814433310115,0,Employed,0.40737346787922746,613.9700157808386,8508.892122768935,Not Graduate,Not Approved
1460.494915809345,0,Unemployed,0.9681605700553162,655.452360584048,9791.391031097557,Graduate,Not Approved
1447.4262129189558,1,Self-employed,0.5583002844943702,744.8382101461259,5266.014433321083,Graduate,Approved
452.4952141555098,0,Self-employed,0.6648004214835818,830.8562530621132,4649.326033776275,Not Graduate,Not Approved
796.1479082493396,1,Employed,0.4207478306707254,720.3321593928316,2225.4724187609354,Graduate,Approved
521.2296337434775,0,Unemployed,0.3911389854788315,631.5618178836465,5599.166847904748,Not Graduate,Not Approved
498.77669212845467,0,Employed,0.12083209472350753,853.9915145890325,7210.97241930586,Graduate,Not Approved
151.64172629634592,1,Unemployed,0.5503002901084202,493.143647899583,8523.269130579803,Not Graduate,Not Approved
953.3900675718555,1,Unemployed,0.5352481060764996,767.3478152812157,4139.643062194962,Not Graduate,Not Approved
803.750632520406,0,Unemployed,0.24204765356301075,597.3241380971203,6108.730210954323,Not Graduate,Not Approved
172.0702517499851,1,Self-employed,0.7878916001860333,694.9076822536302,7296.076516912372,Not Graduate,Not Approved
490.105049931256,1,Unemployed,0.5434068972799027,756.3099927550726,6412.822927872751,Graduate,Not Approved
1371.5722403533152,1,Self-employed,0.40509457314541597,539.4623890283518,4192.165739219262,Graduate,Approved
435.38664693376137,1,Unemployed,0.23221801812063428,714.1653818251018,8370.259506360499,Not Graduate,Not Approved
302.85282092771234,1,Self-employed,0.5969447442739112,721.8477067913527,3386.8880997754695,Graduate,Not Approved
785.2338643885882,1,Self-employed,0.7775353234799287,846.2337682163361,9239.838670290912,Not Graduate,Not Approved
1479.910635754841,1,Self-employed,0.35379941741647447,971.5149317222517,9620.773992438491,Graduate,Approved
438.8773801161006,1,Employed,0.2969149164190503,544.7030194262446,4924.586096602097,Not Graduate,Approved
1040.98976636823,0,Unemployed,0.5697414676581193,841.7153683832533,5009.454323887614,Graduate,Not Approved
1166.2674614602047,1,Employed,0.23980897225901526,696.2119765860238,7946.226071337553,Graduate,Approved
432.6925615893595,0,Unemployed,0.6999520479348564,619.1428760867901,5650.308788416005,Graduate,Not Approved
1119.5028880566033,1,Unemployed,0.6448092651498074,736.9053170255168,2228.8811487938815,Graduate,Approved
614.8963858069545,1,Employed,0.17837384463228578,569.7708604313677,9359.013821401928,Not Graduate,Approved
985.2281628310112,1,Self-employed,0.1328683414432365,575.7387366195973,5446.002735726102,Not Graduate,Not Approved
986.9415950652526,1,Unemployed,0.6582597873297265,526.4841361768413,3627.9608043224903,Graduate,Not Approved
850.0845577046618,0,Self-employed,0.3648643965898667,754.608901012323,6445.312585190289,Graduate,Not Approved
226.40567807617163,0,Employed,0.1778011778560587,732.7011825019312,3751.2493007305325,Graduate,Not Approved
1269.423493824933,1,Self-employed,0.7834858344608379,618.5616304939616,3648.1759974528627,Graduate,Approved
549.0920909604301,0,Unemployed,0.3826396027158797,852.3601813691647,6365.850619125062,Not Graduate,Not Approved
361.12591455979594,1,Unemployed,0.5136395946744012,633.7044310165198,5128.338337515752,Graduate,Not Approved
157.08519817666948,1,Unemployed,0.31313163470839234,828.2989594145572,6583.946226025779,Graduate,Not Approved
927.2501204635386,0,Employed,0.6645853705221682,712.2080877033541,9974.603494489922,Graduate,Not Approved
1048.5901065791954,0,Unemployed,0.37133957381892346,632.3631676988704,8872.145234966147,Graduate,Not Approved
123.22296049899862,1,Employed,0.9712188651048655,688.5018596751762,2061.36639431831,Graduate,Approved
816.9302816189934,1,Self-employed,0.7326527937552159,574.625746110381,2404.445676299118,Graduate,Not Approved
417.09408527711315,0,Unemployed,0.22305004873611922,721.673336304427,6880.635521049957,Graduate,Not Approved
1003.2419065732298,1,Unemployed,0.47502535570612014,703.0550079363711,7010.048649058384,Graduate,Approved
344.113000606988,0,Unemployed,0.4468789897568908,752.74474611171,9025.526752607948,Not Graduate,Not Approved
1067.3128333434524,1,Self-employed,0.5808223996483448,787.9152393084738,7032.457396174606,Graduate,Approved
641.4294848207524,1,Unemployed,0.857737607031328,711.5615776853206,3821.7163081259387,Graduate,Not Approved
1411.4219842314283,0,Employed,0.6250798136647016,552.3678345222538,5748.129821629207,Graduate,Not Approved
292.5293218043905,0,Self-employed,0.15540100983999935,793.2363332473049,8471.883205369508,Graduate,Not Approved
577.4928914703619,0,Self-employed,0.6898741271225696,701.4663966779666,9382.599716786972,Not Graduate,Not Approved
258.8629297368247,1,Self-employed,0.10743876815127257,510.5937388936625,3895.320951733673,Graduate,Not Approved
1394.571065589988,1,Self-employed,0.8019644144863537,730.9614803964639,6316.8378801066065,Not Graduate,Not Approved
1328.2750947333734,1,Self-employed,0.6999724651701178,738.5123973908286,3271.4204013632216,Not Graduate,Not Approved
461.11827880121785,1,Employed,0.37790709251732735,664.1520359069674,5975.997591420553,Not Graduate,Approved
1023.9776644478507,0,Self-employed,0.3631976241305642,680.2163143162883,2720.912965996009,Not Graduate,Not Approved
1244.1110802817022,1,Unemployed,0.818445696891675,640.4734888603296,9533.824559603792,Graduate,Approved
877.2811362392473,1,Self-employed,0.8050030227321585,741.6126679515627,7104.451666260924,Not Graduate,Not Approved
841.510809698409,1,Self-employed,0.4170721189390839,713.9991384992878,8833.733933709416,Not Graduate,Not Approved
438.59320726063237,0,Self-employed,0.36905295527180226,609.1771299708896,9986.36139345525,Graduate,Not Approved
230.34387492825888,1,Self-employed,0.6038423099945109,861.7970578788246,3461.327957643026,Not Graduate,Not Approved
1356.1020611346576,1,Self-employed,0.10752909398572977,633.4196930674042,7553.1473196771885,Not Graduate,Not Approved
1360.5852800286627,0,Employed,0.17440033418788808,429.3481542185137,9095.890348054865,Not Graduate,Not Approved
986.3420401825751,1,Employed,0.21355263113386308,652.9325763740862,6607.50533929432,Not Graduate,Approved
574.6417074681809,1,Self-employed,0.2668706360444568,803.0937568036325,7117.571026932488,Graduate,Not Approved
588.8934044577252,0,Employed,0.5608163140079222,679.346796345006,5261.368716137099,Not Graduate,Not Approved
1116.3379504183351,1,Unemployed,0.9930177233750098,536.5220221915721,7398.086669732112,Graduate,Approved
1355.954363933608,1,Self-employed,0.6873520615726182,597.1908556150141,5164.62331756899,Graduate,Approved
1341.9209939711643,1,Unemployed,0.15516891500430124,591.9013584225942,5812.957105211587,Graduate,Approved
1191.8257642006733,0,Unemployed,0.5730214366560176,642.4713754914039,2823.293940982599,Not Graduate,Not Approved
998.8443046160029,1,Self-employed,0.546980691150554,673.8295023539831,2062.467201443053,Not Graduate,Not Approved
217.79595099306835,1,Unemployed,0.22975103423624454,749.3854608933952,2441.2089931115747,Graduate,Not Approved
326.28019973245927,0,Unemployed,0.928245131922167,712.8438704961234,3540.1731275008137,Graduate,Not Approved
1357.9758639379108,0,Unemployed,0.49668872290783206,717.6403782072122,5652.830556760523,Graduate,Not Approved
949.0006835234259,1,Self-employed,0.9951032265487657,877.9353125760978,2167.952566811631,Graduate,Not Approved
112.87587226328151,1,Self-employed,0.47806506572694785,786.0829340314918,3247.4931132338597,Graduate,Not Approved
242.06016001244495,1,Unemployed,0.6471619324152483,777.28046636373,8251.556831075508,Graduate,Not Approved
1028.902476751278,1,Self-employed,0.19428628280629606,518.6838053902163,8097.332466096376,Not Graduate,Not Approved
107.08621738470616,0,Self-employed,0.5088050414261823,624.8194402509357,8317.842333403998,Not Graduate,Not Approved
325.1312719844981,1,Unemployed,0.314889304603576,540.2976004225125,9372.327545574191,Not Graduate,Not Approved
868.2273051132206,0,Self-employed,0.8520083187141115,623.0947192154385,2952.568005876153,Graduate,Not Approved
1068.6532767697704,0,Employed,0.8055276263807859,779.4866712688109,3305.1190098230636,Not Graduate,Not Approved
1012.7457633036407,1,Self-employed,0.8417619996628226,660.7171446082374,4668.428916810515,Graduate,Approved
413.9770332447837,1,Employed,0.7512484939821562,807.2441595159924,9321.129591847277,Graduate,Approved
1097.0509098865502,0,Unemployed,0.8494149012580461,769.3135202062828,8203.821944047559,Not Graduate,Not Approved
432.1487224955201,0,Self-employed,0.28074587515742877,705.0452773372032,4592.970178658557,Graduate,Not Approved
555.5595774229748,1,Unemployed,0.5068393989218215,809.6046409420316,2701.086542261879,Not Graduate,Not Approved
1145.0879671652337,0,Unemployed,0.7226621919513714,836.4416009769817,6931.0402091906735,Not Graduate,Not Approved
1009.4860586661006,1,Unemployed,0.6736532481416214,745.4387270425777,4054.5533264452188,Not Graduate,Not Approved
1288.912774691849,1,Unemployed,0.7447190345866783,722.996711362213,6249.2205277484245,Graduate,Approved
1020.6580492204807,0,Unemployed,0.30183254483610855,763.3368809274963,9534.426876807815,Graduate,Not Approved
895.6320446696602,0,Self-employed,0.18859123814049078,559.341331262759,6580.937962514676,Graduate,Not Approved
231.14467495932948,1,Employed,0.9251259202672988,688.2428536323935,9390.675491386914,Not Graduate,Approved
614.8021242832069,0,Self-employed,0.6041547060106226,697.6009490283608,5144.310287959003,Graduate,Not Approved
471.28331475441564,1,Self-employed,0.23844333205666987,663.1255689143436,7066.810698310165,Not Graduate,Not Approved
441.585500730717,1,Self-employed,0.8140929236986254,621.0504205268644,9151.119791575715,Graduate,Not Approved
1462.2147766534238,1,Self-employed,0.9234369429663543,799.8045221635978,6703.898492873107,Not Graduate,Not Approved
650.3368145334646,0,Employed,0.2526071667139982,717.0058191543916,6919.189416216834,Not Graduate,Not Approved
1348.8651772479586,1,Self-employed,0.8356712097421994,726.099073219241,7730.463856649796,Graduate,Approved
983.594076396168,1,Unemployed,0.9399025551872154,842.4580071266628,9056.862057506025,Graduate,Not Approved
1212.7358249583078,1,Self-employed,0.9445254402664156,680.4671644743125,2705.440489926824,Not Graduate,Not Approved
803.6919303472689,1,Self-employed,0.922740815488151,661.1220756789198,4694.875057408695,Not Graduate,Not Approved
907.6654384769028,1,Employed,0.5917789111240925,836.1293124439233,5181.4778086448305,Graduate,Approved
789.5247713464095,1,Employed,0.4205901855284824,550.9260620284465,9277.677323113421,Not Graduate,Approved
373.3401829172623,1,Unemployed,0.10654552692460836,705.1191119979898,9648.063396129612,Graduate,Not Approved
1111.4329613661075,1,Self-employed,0.1548210041843744,626.2357566542585,2963.043717320998,Graduate,Approved
493.0813074171981,1,Self-employed,0.48595511376765166,729.2679118821836,2952.8614383102463,Not Graduate,Not Approved
134.04235300403536,1,Self-employed,0.4593935317523593,757.1964934721441,9478.8943540189,Graduate,Not Approved
1003.661214270035,1,Unemployed,0.2662425186128949,762.7590732284045,4366.175211060741,Not Graduate,Not Approved
347.95495116986854,0,Employed,0.4559320252284912,802.6239081898477,3934.515352297222,Graduate,Not Approved
1416.64201809408,1,Unemployed,0.2571850589098313,674.7472673189134,2284.9829260327892,Not Graduate,Not Approved
1435.5000078036223,1,Self-employed,0.8639121274982565,680.9778717862719,4204.767478165192,Graduate,Approved
1380.810146308628,1,Employed,0.368375390088039,752.6602214351769,7548.2114178079055,Graduate,Approved
618.2221803576222,0,Employed,0.638707915142479,788.7501693306123,5408.289301916493,Not Graduate,Not Approved
121.6392631404144,1,Unemployed,0.5525587557991781,569.9696182861646,6134.9628132140815,Graduate,Not Approved
1399.6459876228155,0,Employed,0.146693869834593,731.4121174679678,9338.364772919082,Not Graduate,Not Approved
699.45780764424,1,Employed,0.9480103475420496,660.4755674571823,2917.518261370532,Not Graduate,Approved
1453.3167466611374,1,Self-employed,0.574503380425435,708.7152570384361,2569.925721940792,Not Graduate,Not Approved
1449.067967924954,0,Self-employed,0.3925518790526338,664.3311346712275,8815.445992991154,Not Graduate,Not Approved
1294.213237654304,1,Employed,0.24231391266976143,627.7253393707715,8198.846379445651,Not Graduate,Approved
512.22844889742,0,Employed,0.40467397125415216,598.1476737176777,4109.8734955602595,Graduate,Not Approved
639.1368200426954,0,Unemployed,0.11846044272105055,684.8975985029715,4593.873010992664,Graduate,Not Approved
1291.5913401235996,1,Unemployed,0.427202339813468,735.8405791755896,4482.222686205282,Graduate,Approved
543.6908072187887,1,Employed,0.5783373345740543,639.6992199926269,7182.47038417529,Graduate,Approved
337.2898453605295,1,Self-employed,0.8846796212658503,818.9811966866873,2489.692055911835,Graduate,Not Approved
879.5217674416903,1,Employed,0.7186369759280179,945.8450343001416,5915.212682109815,Graduate,Approved
1410.6166838250933,0,Employed,0.20042408181991728,741.3125120983943,3070.9837529019615,Graduate,Not Approved
1074.4417153449622,0,Self-employed,0.232971691994165,695.8764475453315,8557.90832740998,Not Graduate,Not Approved
898.0856381251109,1,Self-employed,0.4853110310365373,608.7737259575333,5045.304034479722,Not Graduate,Not Approved
236.04709127907594,0,Unemployed,0.2761369764749091,737.0058088367979,6220.577545755674,Not Graduate,Not Approved
961.0101173788377,0,Unemployed,0.12506479982448018,847.71757333683,2234.540870230288,Graduate,Not Approved
1486.0753901459686,1,Unemployed,0.8245133921062632,894.8479410097344,2466.1145083284187,Not Graduate,Not Approved
296.11762133113365,0,Unemployed,0.11757031362819471,839.6155798486691,7400.438645867728,Graduate,Not Approved
825.6615133092314,0,Self-employed,0.8476206446782126,784.3309628306109,8134.164361130656,Graduate,Not Approved
1328.3223006991377,1,Employed,0.22969356672966942,741.0193370047164,7680.284676817611,Graduate,Approved
1137.0760648558862,0,Unemployed,0.9772105697264045,595.1331969119616,7896.149091662882,Not Graduate,Not Approved
1075.822037393375,1,Unemployed,0.643486520643571,690.0278452169862,2836.958804394632,Not Graduate,Not Approved
